president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Weak,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000, RV,1.378276,0,,10,5,5,12.43497,7.131546,5.303424,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/12/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/4/2025,3/10/2025,1500, LV,0.1137328,0,TRUE,50,48,2,46.45343,49.72619,-3.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/10/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Economy,Quinnipiac University,,3/6/2025,3/10/2025,1198, RV,1.275106,0,,41,54,-13,41.51713,53.48076,-11.96363,https://poll.qu.edu/poll-release?releaseid=3921,3/11/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,Emerson College,,3/8/2025,3/10/2025,1000, RV,1.234867,0,,47.2,45,2.200001,46.65348,47.54396,-0.89048,https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/,3/10/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Immigration,Quinnipiac University,,3/6/2025,3/10/2025,1198, RV,1.275106,0,,46,49,-3,48.21452,46.69127,1.523251,https://poll.qu.edu/poll-release?releaseid=3921,3/11/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Strong,Quinnipiac University,,3/6/2025,3/10/2025,1198, RV,1.275106,0,,35,48,-13,32.41897,45.10725,-12.68828,https://poll.qu.edu/poll-release?releaseid=3921,3/11/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Immigration,Emerson College,,3/8/2025,3/10/2025,1000, RV,1.407631,0,,48.1,40.3,7.799999,49.05196,41.96109,7.09087,https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/,3/11/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Voters,Emerson College,,3/8/2025,3/10/2025,1000, RV,1.234867,0,,47.2,45,2.200001,47.14714,47.44925,-0.3021088,https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/,3/10/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Quinnipiac University,,3/6/2025,3/10/2025,1198, RV,1.275106,0,,7,5,2,12.18227,7.737482,4.444788,https://poll.qu.edu/poll-release?releaseid=3921,3/11/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Quinnipiac University,,3/6/2025,3/10/2025,1198, RV,1.275106,0,,42,53,-11,44.29878,52.33346,-8.034683,https://poll.qu.edu/poll-release?releaseid=3921,3/10/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/4/2025,3/10/2025,1500, LV,0.1137328,0,TRUE,50,48,2,47.22636,49.55544,-2.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/10/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,Quinnipiac University,,3/6/2025,3/10/2025,1198, RV,1.275106,0,,42,53,-11,44.80436,52.13512,-7.330761,https://poll.qu.edu/poll-release?releaseid=3921,3/10/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Economy,Emerson College,,3/8/2025,3/10/2025,1000, RV,1.407631,0,,36.8,48.4,-11.6,38.28366,49.93882,-11.65516,https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/,3/11/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Trade,Data for Progress,,2/28/2025,3/1/2025,1191, LV,0.941263,0,,41,47,-6,40.75804,48.14271,-7.38467,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,3/2/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Strong,John Zogby Strategies,,2/28/2025,3/1/2025,1001, V,1.018855,0,,29.5,37.7,-8.200001,30.3237,38.85532,-8.53162,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,3/1/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,Data for Progress,,2/28/2025,3/1/2025,1191, LV,0.941263,0,,45,48,-3,44.26373,49.20314,-4.939411,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,3/2/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Immigration,John Zogby Strategies,,2/28/2025,3/1/2025,1001, V,1.018855,0,,58,35.2,22.8,55.10804,38.21589,16.89215,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,3/1/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),All polls,John Zogby Strategies,,2/28/2025,3/1/2025,1001, V,1.014415,0,,47.7,47.5,0.2000008,46.37011,48.21977,-1.849659,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,3/2/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Cost,Data for Progress,,2/28/2025,3/1/2025,1191, LV,0.941263,0,,39,53,-14,38.69315,53.67186,-14.97871,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,3/2/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Voters,John Zogby Strategies,,2/28/2025,3/1/2025,1001, V,1.014415,0,,47.7,47.5,0.2000008,46.91183,48.12069,-1.208858,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,3/2/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,John Zogby Strategies,,2/28/2025,3/1/2025,1001, V,1.018855,0,,18.2,9.8,8.400001,16.24973,9.692962,6.556767,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,3/1/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,Economist,2/6/2026,2/9/2026,1730, A,0.8603907,0,,31,59,-28,31.50546,58.67575,-27.17029,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:01:25  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/3/2026,2/9/2026,1500, LV,0.1147678,0,TRUE,43,56,-13,39.45343,57.72619,-18.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/9/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,2/6/2026,2/9/2026,1730, A,0.6341906,0,,40,53,-13,40.17162,52.86853,-12.69691,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Voters,Morning Consult,,2/6/2026,2/9/2026,2200, RV,0.4648764,0,,44,53,-9,42.90062,53.67728,-10.77666,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,2/6/2026,2/9/2026,1730, A,0.5451121,0,,37,56,-19,38.59466,54.74012,-16.14546,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Morning Consult,,2/6/2026,2/9/2026,2200, RV,0.4720753,0,,26,43,-17,24.82487,43.77537,-18.9505,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Economist,2/6/2026,2/9/2026,1551, RV,0.5922056,0,,40,57,-17,40.48236,56.03912,-15.55676,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,2/6/2026,2/9/2026,1730, A,0.5451121,0,,16,9,7,15.72152,9.204475,6.517045,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,2/6/2026,2/9/2026,1730, A,0.5451121,0,,21,47,-26,23.03222,46.00601,-22.97379,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,Morning Consult,,2/6/2026,2/9/2026,2200, RV,0.574304,0,,44,48,-4,41.07255,53.02652,-11.95397,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Economy,YouGov,Economist,2/6/2026,2/9/2026,1730, A,0.7135924,0,,34,57,-23,35.04517,57.3217,-22.27653,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Weak,Morning Consult,,2/6/2026,2/9/2026,2200, RV,0.4720753,0,,18,10,8,17.52057,10.62038,6.90019,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,2/6/2026,2/9/2026,2200, RV,0.2908154,0,,44,53,-9,42.40576,54.55352,-12.14776,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,GBAO,,2/6/2026,2/9/2026,1000, RV,1.085966,0,,43,57,-14,42.25894,56.58466,-14.32572,https://www.politico.com/newsletters/playbook/2026/02/11/dons-double-defeat-00775533,2/9/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,2/6/2026,2/9/2026,1730, A,0.584143,0,,37,56,-19,37.06847,55.53004,-18.46157,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_vNnwPx2.pdf,2/9/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),Voters,GBAO,,2/6/2026,2/9/2026,1000, RV,1.085966,0,,43,57,-14,42.72873,56.46675,-13.73802,https://www.politico.com/newsletters/playbook/2026/02/11/dons-double-defeat-00775533,2/9/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Trade,Morning Consult,,2/6/2026,2/9/2026,2200, RV,0.574304,0,,44,46,-2,39.48343,53.38507,-13.90164,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,16:01:27  2 Apr 2026
Donald Trump (2nd term),Immigration,Morning Consult,,2/6/2026,2/9/2026,2200, RV,0.574304,0,,47,45,2,43.67538,50.39907,-6.72369,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling#trump-s-performance-on-the-issues,2/9/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/3/2026,2/9/2026,1500, LV,0.1147678,0,TRUE,43,56,-13,40.22636,57.55544,-17.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/9/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Trafalgar Group/Insider Advantage,,2/7/2025,2/9/2025,1321, RV,0.7873628,0,,9.4,13.4,-4,11.15504,11.91708,-0.7620401,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,2/10/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Weak,Morning Consult,,2/7/2025,2/9/2025,22302, RV,0.963405,0,,16,9,7,15.52057,9.620383,5.900187,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/10/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Trafalgar Group/Insider Advantage,,2/7/2025,2/9/2025,1321, RV,0.7873628,0,,44.5,31.9,12.6,41.38267,33.9027,7.479973,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,2/10/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Morning Consult,,2/7/2025,2/9/2025,2230, RV,0.553623,0,,50,48,2,48.90062,48.67728,0.2233391,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/10/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,J.L. Partners,Daily Mail,2/7/2025,2/9/2025,1017, RV,1.058916,0,,30,34,-4,30.94169,37.64046,-6.698771,https://jlpartners.com/trump-tracker-february-2025,2/10/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Trafalgar Group/Insider Advantage,,2/7/2025,2/9/2025,1321, RV,0.768329,0,,53.9,45.3,8.600002,52.545,47.40462,5.140377,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,2/10/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,J.L. Partners,Daily Mail,2/7/2025,2/9/2025,1017, RV,1.058916,0,,16,6,10,15.1625,6.485273,8.677227,https://jlpartners.com/trump-tracker-february-2025,2/10/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Trafalgar Group/Insider Advantage,,2/7/2025,2/9/2025,1321, RV,0.768329,0,,53.9,45.3,8.600002,52.18224,47.4094,4.772839,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,2/10/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Trade,Morning Consult,,2/7/2025,2/9/2025,22305, RV,0.9634306,0,,47,43,4,42.48343,50.38507,-7.901642,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/10/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,2/7/2025,2/9/2025,1017, RV,1.058916,0,,46,40,6,46.52822,43.51292,3.015301,https://jlpartners.com/trump-tracker-february-2025,2/9/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,2/7/2025,2/9/2025,2230, RV,0.4773459,0,,50,48,2,48.40576,49.55352,-1.147758,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/10/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Immigration,Morning Consult,,2/7/2025,2/9/2025,22303, RV,0.9634135,0,,53,40,13,49.67538,45.39907,4.27631,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/10/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),All polls,J.L. Partners,Daily Mail,2/7/2025,2/9/2025,1017, RV,1.058916,0,,46,40,6,45.95232,43.71215,2.24017,https://jlpartners.com/trump-tracker-february-2025,2/9/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Morning Consult,,2/7/2025,2/9/2025,22301, RV,0.9633964,0,,34,39,-5,32.82487,39.77537,-6.9505,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/10/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,Morning Consult,,2/7/2025,2/9/2025,22304, RV,0.9634221,0,,48,43,5,45.07255,48.02652,-2.953968,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/10/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Immigration,AP-NORC,,2/5/2026,2/8/2026,1156, A,1.218904,0,,38,60,-22,39.53108,57.05115,-17.52007,https://apnorc.org/projects/about-6-in-10-think-trump-has-gone-too-far-when-it-comes-to-deploying-federal-immigration-agents-in-major-u-s-cities/,2/8/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Adults,AP-NORC,,2/5/2026,2/8/2026,1156, A,1.218904,0,,36,62,-26,37.2977,59.27721,-21.97951,https://apnorc.org/projects/about-6-in-10-think-trump-has-gone-too-far-when-it-comes-to-deploying-federal-immigration-agents-in-major-u-s-cities/,2/8/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,AP-NORC,,2/5/2026,2/8/2026,1156, A,1.218904,0,,36,62,-26,38.29209,58.6234,-20.33131,https://apnorc.org/projects/about-6-in-10-think-trump-has-gone-too-far-when-it-comes-to-deploying-federal-immigration-agents-in-major-u-s-cities/,2/8/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Economy,AP-NORC,,2/5/2026,2/8/2026,1156, A,1.218904,0,,39,59,-20,40.86322,55.59647,-14.73325,https://apnorc.org/projects/about-6-in-10-think-trump-has-gone-too-far-when-it-comes-to-deploying-federal-immigration-agents-in-major-u-s-cities/,2/8/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,2/2/2026,2/8/2026,31391, A,0.8218353,0,,40,54.2,-14.2,38.40576,55.75352,-17.34776,https://pro.morningconsult.com/trackers/global-leader-approval,2/8/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,AP-NORC,,2/5/2026,2/8/2026,1156, A,1.218904,0,,18,17,1,17.32703,14.12225,3.204781,https://apnorc.org/projects/about-6-in-10-think-trump-has-gone-too-far-when-it-comes-to-deploying-federal-immigration-agents-in-major-u-s-cities/,2/8/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,AP-NORC,,2/5/2026,2/8/2026,1156, A,1.218904,0,,18,46,-28,21.18954,45.87984,-24.6903,https://apnorc.org/projects/about-6-in-10-think-trump-has-gone-too-far-when-it-comes-to-deploying-federal-immigration-agents-in-major-u-s-cities/,2/8/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Adults,Morning Consult,,2/2/2026,2/8/2026,31391, A,1.496831,0,,40,54.2,-14.2,38.20191,56.95186,-18.74995,https://pro.morningconsult.com/trackers/global-leader-approval,2/8/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/3/2025,2/7/2025,1500, LV,0.1556544,0,TRUE,52,45,7,48.45343,46.72619,1.727242,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/7/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,CBS News,2/5/2025,2/7/2025,2175, A,0.6339427,0,,31,38,-7,33.03222,37.00601,-3.973789,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,2/8/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,CBS News,2/5/2025,2/7/2025,2175, A,0.5626029,0,,53,47,6,54.59466,45.74012,8.854542,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,2/8/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/3/2025,2/7/2025,1500, LV,0.1556544,0,TRUE,52,45,7,49.22636,46.55544,2.670921,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/7/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,CBS News,2/5/2025,2/7/2025,2175, A,0.5626029,0,,53,47,6,53.06847,46.53004,6.538429,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,2/8/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,CBS News,2/5/2025,2/7/2025,2175, A,0.6339427,0,,22,9,13,21.72152,9.204475,12.51704,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,2/8/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,SurveyMonkey,NBC News,1/27/2026,2/6/2026,21995, A,0.9357274,0,,39,61,-22,39.25174,58.86595,-19.61421,https://www.nbcnews.com/politics/trump-administration/poll-trumps-ratings-immigration-tumble-americans-lose-confidence-top-i-rcna258159,2/6/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,SurveyMonkey,NBC News,1/27/2026,2/6/2026,21995, A,0.9357274,0,,39,61,-22,38.4466,59.24171,-20.79511,https://www.nbcnews.com/politics/trump-administration/poll-trumps-ratings-immigration-tumble-americans-lose-confidence-top-i-rcna258159,2/6/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/2/2026,2/6/2026,1500, LV,0.1613302,0,TRUE,42,57,-15,38.45343,58.72619,-20.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/6/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,SurveyMonkey,NBC News,1/27/2026,2/6/2026,21995, A,0.9357274,0,,22,49,-27,23.53841,49.03321,-25.4948,https://www.nbcnews.com/politics/trump-administration/poll-trumps-ratings-immigration-tumble-americans-lose-confidence-top-i-rcna258159,2/6/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/2/2026,2/6/2026,1500, LV,0.1613302,0,TRUE,42,57,-15,39.22636,58.55544,-19.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/6/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,SurveyMonkey,NBC News,1/27/2026,2/6/2026,21995, A,0.9357274,0,,17,12,5,15.86419,10.34532,5.51887,https://www.nbcnews.com/politics/trump-administration/poll-trumps-ratings-immigration-tumble-americans-lose-confidence-top-i-rcna258159,2/6/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,SurveyMonkey,NBC News,1/27/2026,2/6/2026,21995, A,0.9357274,0,,40,60,-20,39.77129,58.11319,-18.3419,https://www.nbcnews.com/politics/trump-administration/poll-trumps-ratings-immigration-tumble-americans-lose-confidence-top-i-rcna258159,2/6/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/3/2025,2/6/2025,3000, RV,0.7856634,0,,51,45,6,47.321,47.65636,-0.3353615,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-45-disapprove,2/7/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/3/2025,2/6/2025,3000, RV,0.7856634,0,,51,45,6,46.58654,47.83046,-1.243919,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-45-disapprove,2/7/2025,16:00:37  2 Apr 2026
